"rk","tm","year","date","time","ltime","","opp","week","g","day","result","ot","tot","ply","ypp","dply","dypp","to","top","time"
"1","ATL","2000","2000-09-03","1:02","1:02","","SFO","1","1","Sun","W 36-28","","359","63","5.6984","61","5.5574","1","31:39","3:13"
"2","BUF","2000","2000-09-03","8:35","8:35","","TEN","1","1","Sun","W 16-13","","266","66","4.0303","55","3.1273","","33:11","3:15"
"3","CAR","2000","2000-09-03","1:01","1:01","@","WAS","1","1","Sun","L 17-20","","236","52","4.5385","67","5.9104","1","26:46","3:04"
"4","CHI","2000","2000-09-03","1:00","12:00","@","MIN","1","1","Sun","L 27-30","","425","68","6.2500","54","6.9259","1","32:34","3:08"
"5","CLE","2000","2000-09-03","1:02","1:02","","JAX","1","1","Sun","L 7-27","","249","44","5.6591","78","5.1026","1","22:57","3:46"
"6","IND","2000","2000-09-03","1:00","12:00","@","KAN","1","1","Sun","W 27-14","","386","65","5.9385","62","4.5161","2","33:13","2:58"
"7","ARI","2000","2000-09-03","1:04","1:04","@","NYG","1","1","Sun","L 16-21","","355","70","5.0714","66","5.9848","4","28:30","3:40"
"8","DAL","2000","2000-09-03","4:05","3:05","","PHI","1","1","Sun","L 14-41","","167","49","3.4082","76","5.5921","2","20:30","3:10"
"9","DET","2000","2000-09-03","1:03","12:03","@","NOR","1","1","Sun","W 14-10","","187","59","3.1695","64","3.9375","2","30:49","3:12"
"10","GNB","2000","2000-09-03","4:20","3:20","","NYJ","1","1","Sun","L 16-20","","211","51","4.1373","78","4.8590","2","22:10","3:15"
"11","JAX","2000","2000-09-03","1:02","1:02","@","CLE","1","1","Sun","W 27-7","","398","78","5.1026","44","5.6591","","37:03","3:46"
"12","KAN","2000","2000-09-03","1:00","12:00","","IND","1","1","Sun","L 14-27","","280","62","4.5161","65","5.9385","1","26:47","2:58"
"13","MIA","2000","2000-09-03","4:16","4:16","","SEA","1","1","Sun","W 23-0","","308","67","4.5970","47","3.0426","1","38:20","2:44"
"14","MIN","2000","2000-09-03","1:00","12:00","","CHI","1","1","Sun","W 30-27","","374","54","6.9259","68","6.2500","1","27:26","3:08"
"15","NOR","2000","2000-09-03","1:03","12:03","","DET","1","1","Sun","L 10-14","","252","64","3.9375","59","3.1695","3","29:11","3:12"
"16","NWE","2000","2000-09-03","1:02","1:02","","TAM","1","1","Sun","L 16-21","","278","66","4.2121","63","4.6984","1","28:25","3:03"
"17","NYG","2000","2000-09-03","1:04","1:04","","ARI","1","1","Sun","W 21-16","","395","66","5.9848","70","5.0714","2","31:30","3:40"
"18","NYJ","2000","2000-09-03","4:20","3:20","@","GNB","1","1","Sun","W 20-16","","379","78","4.8590","51","4.1373","1","37:50","3:15"
"19","TEN","2000","2000-09-03","8:35","8:35","@","BUF","1","1","Sun","L 13-16","","172","55","3.1273","66","4.0303","1","26:49","3:15"
"20","PHI","2000","2000-09-03","4:05","3:05","@","DAL","1","1","Sun","W 41-14","","425","76","5.5921","49","3.4082","3","39:30","3:10"
"21","PIT","2000","2000-09-03","1:02","1:02","","BAL","1","1","Sun","L 0-16","","223","58","3.8448","69","4.8696","1","24:53","2:58"
"22","OAK","2000","2000-09-03","4:15","1:15","","SDG","1","1","Sun","W 9-6","","233","64","3.6406","72","3.5417","","31:30","3:04"
"23","BAL","2000","2000-09-03","1:02","1:02","@","PIT","1","1","Sun","W 16-0","","336","69","4.8696","58","3.8448","","35:07","2:58"
"24","SDG","2000","2000-09-03","4:15","1:15","@","OAK","1","1","Sun","L 6-9","","255","72","3.5417","64","3.6406","4","28:30","3:04"
"25","SEA","2000","2000-09-03","4:16","4:16","@","MIA","1","1","Sun","L 0-23","","143","47","3.0426","67","4.5970","6","21:40","2:44"
"26","SFO","2000","2000-09-03","1:02","1:02","@","ATL","1","1","Sun","L 28-36","","339","61","5.5574","63","5.6984","1","28:21","3:13"
"27","TAM","2000","2000-09-03","1:02","1:02","@","NWE","1","1","Sun","W 21-16","","296","63","4.6984","66","4.2121","1","31:35","3:03"
"28","WAS","2000","2000-09-03","1:01","1:01","","CAR","1","1","Sun","W 20-17","","396","67","5.9104","52","4.5385","","33:14","3:04"
"29","DEN","2000","2000-09-04","9:07","8:07","@","STL","1","1","Mon","L 36-41","","424","61","6.9508","55","9.3273","","32:13","3:00"
"30","STL","2000","2000-09-04","9:07","8:07","","DEN","1","1","Mon","W 41-36","","513","55","9.3273","61","6.9508","3","27:47","3:00"
"31","ATL","2000","2000-09-10","4:16","2:16","@","DEN","2","2","Sun","L 14-42","","186","48","3.8750","74","5.5000","3","22:57","3:12"
"32","BUF","2000","2000-09-10","1:01","1:01","","GNB","2","2","Sun","W 27-18","","309","65","4.7538","55","4.9818","1","33:23","3:05"
"33","CAR","2000","2000-09-10","4:15","1:15","@","SFO","2","2","Sun","W 38-22","","450","68","6.6176","63","6.2063","1","36:07","3:11"
"34","CHI","2000","2000-09-10","1:01","1:01","@","TAM","2","2","Sun","L 0-41","","165","56","2.9464","62","5.2742","4","26:24","3:00"
"35","CIN","2000","2000-09-10","1:00","1:00","","CLE","2","1","Sun","L 7-24","","318","69","4.6087","65","5.4462","3","25:57","3:06"
"36","CLE","2000","2000-09-10","1:00","1:00","@","CIN","2","2","Sun","W 24-7","","354","65","5.4462","69","4.6087","1","34:03","3:06"
"37","IND","2000","2000-09-10","1:00","12:00","","OAK","2","2","Sun","L 31-38","","462","70","6.6000","60","5.9833","3","29:01","3:14"
"38","ARI","2000","2000-09-10","8:35","5:35","","DAL","2","2","Sun","W 32-31","","322","59","5.4576","57","5.7895","1","31:20","3:01"
"39","DAL","2000","2000-09-10","8:35","5:35","@","ARI","2","2","Sun","L 31-32","","330","57","5.7895","59","5.4576","2","28:40","3:01"
"40","DEN","2000","2000-09-10","4:16","2:16","","ATL","2","2","Sun","W 42-14","","407","74","5.5000","48","3.8750","","37:03","3:12"
"41","DET","2000","2000-09-10","4:16","4:16","","WAS","2","2","Sun","W 15-10","","244","57","4.2807","59","5.6441","2","29:05","2:52"
"42","GNB","2000","2000-09-10","1:01","1:01","@","BUF","2","2","Sun","L 18-27","","274","55","4.9818","65","4.7538","3","26:37","3:05"
"43","JAX","2000","2000-09-10","1:02","1:02","@","BAL","2","2","Sun","L 36-39","","421","75","5.6133","61","5.4262","4","31:23","3:39"
"44","KAN","2000","2000-09-10","1:03","12:03","@","TEN","2","2","Sun","L 14-17","OT","189","57","3.3158","69","5.1159","","29:53","3:08"
"45","MIA","2000","2000-09-10","12:00","12:00","@","MIN","2","2","Sun","L 7-13","","209","50","4.1800","68","6.8824","1","22:41","3:04"
"46","MIN","2000","2000-09-10","12:00","12:00","","MIA","2","2","Sun","W 13-7","","468","68","6.8824","50","4.1800","4","37:19","3:04"
"47","NOR","2000","2000-09-10","4:15","1:15","@","SDG","2","2","Sun","W 28-27","","323","77","4.1948","51","3.6863","3","36:06","3:17"
"48","NYG","2000","2000-09-10","1:02","1:02","@","PHI","2","2","Sun","W 33-18","","387","69","5.6087","48","4.9375","","38:44","2:59"
"49","TEN","2000","2000-09-10","1:03","12:03","","KAN","2","2","Sun","W 17-14","OT","353","69","5.1159","57","3.3158","3","33:05","3:08"
"50","PHI","2000","2000-09-10","1:02","1:02","","NYG","2","2","Sun","L 18-33","","237","48","4.9375","69","5.6087","","21:16","2:59"
"51","OAK","2000","2000-09-10","1:00","12:00","@","IND","2","2","Sun","W 38-31","","359","60","5.9833","70","6.6000","","30:59","3:14"
"52","STL","2000","2000-09-10","4:15","1:15","@","SEA","2","2","Sun","W 37-34","","476","70","6.8000","58","5.8276","1","33:33","3:00"
"53","BAL","2000","2000-09-10","1:02","1:02","","JAX","2","2","Sun","W 39-36","","331","61","5.4262","75","5.6133","2","28:37","3:39"
"54","SDG","2000","2000-09-10","4:15","1:15","","NOR","2","2","Sun","L 27-28","","188","51","3.6863","77","4.1948","2","23:54","3:17"
"55","SEA","2000","2000-09-10","4:15","1:15","","STL","2","2","Sun","L 34-37","","338","58","5.8276","70","6.8000","3","26:27","3:00"
"56","SFO","2000","2000-09-10","4:15","1:15","","CAR","2","2","Sun","L 22-38","","391","63","6.2063","68","6.6176","2","23:53","3:11"
"57","TAM","2000","2000-09-10","1:01","1:01","","CHI","2","2","Sun","W 41-0","","327","62","5.2742","56","2.9464","","33:36","3:00"
"58","WAS","2000","2000-09-10","4:16","4:16","@","DET","2","2","Sun","L 10-15","","333","59","5.6441","57","4.2807","4","30:55","2:52"
"59","NWE","2000","2000-09-11","9:09","9:09","@","NYJ","2","2","Mon","L 19-20","","293","83","3.5301","56","5.8929","","38:00","3:09"
"60","NYJ","2000","2000-09-11","9:09","9:09","","NWE","2","2","Mon","W 20-19","","330","56","5.8929","83","3.5301","1","22:00","3:09"
"61","ATL","2000","2000-09-17","1:02","1:02","@","CAR","3","3","Sun","W 15-10","","262","59","4.4407","58","4.8966","2","33:14","3:02"
"62","BUF","2000","2000-09-17","1:03","1:03","@","NYJ","3","3","Sun","L 14-27","","354","61","5.8033","68","4.1029","4","26:49","3:13"
"63","CAR","2000","2000-09-17","1:02","1:02","","ATL","3","3","Sun","L 10-15","","284","58","4.8966","59","4.4407","4","26:46","3:02"
"64","CHI","2000","2000-09-17","3:16","3:16","","NYG","3","3","Sun","L 7-14","","228","56","4.0714","76","5.3816","1","21:49","2:58"
"65","CIN","2000","2000-09-17","1:02","1:02","@","JAX","3","2","Sun","L 0-13","","233","69","3.3768","65","3.7077","4","28:31","3:11"
"66","CLE","2000","2000-09-17","1:02","1:02","","PIT","3","3","Sun","W 23-20","","377","54","6.9815","63","5.3333","1","28:48","3:03"
"67","DEN","2000","2000-09-17","4:05","1:05","@","OAK","3","3","Sun","W 33-24","","387","71","5.4507","44","5.9773","1","37:06","2:59"
"68","DET","2000","2000-09-17","1:06","1:06","","TAM","3","3","Sun","L 10-31","","243","53","4.5849","69","4.7971","3","23:56","2:52"
"69","GNB","2000","2000-09-17","1:02","12:02","","PHI","3","3","Sun","W 6-3","","236","67","3.5224","58","2.9483","4","32:20","3:03"
"70","JAX","2000","2000-09-17","1:02","1:02","","CIN","3","3","Sun","W 13-0","","241","65","3.7077","69","3.3768","1","31:29","3:11"
"71","KAN","2000","2000-09-17","4:05","3:05","","SDG","3","3","Sun","W 42-10","","349","69","5.0580","55","3.4000","1","35:09","3:06"
"72","MIA","2000","2000-09-17","8:36","8:36","","BAL","3","3","Sun","W 19-6","","258","51","5.0588","55","4.7636","1","31:11","2:56"
"73","MIN","2000","2000-09-17","4:15","4:15","@","NWE","3","3","Sun","W 21-13","","315","75","4.2000","56","4.7679","2","39:08","3:00"
"74","NOR","2000","2000-09-17","4:15","1:15","@","SEA","3","3","Sun","L 10-20","","263","52","5.0577","64","4.6094","","25:13","2:46"
"75","NWE","2000","2000-09-17","4:15","4:15","","MIN","3","3","Sun","L 13-21","","267","56","4.7679","75","4.2000","1","20:52","3:00"
"76","NYG","2000","2000-09-17","3:16","3:16","@","CHI","3","3","Sun","W 14-7","","409","76","5.3816","56","4.0714","1","38:11","2:58"
"77","NYJ","2000","2000-09-17","1:03","1:03","","BUF","3","3","Sun","W 27-14","","279","68","4.1029","61","5.8033","1","33:11","3:13"
"78","PHI","2000","2000-09-17","1:02","12:02","@","GNB","3","3","Sun","L 3-6","","171","58","2.9483","67","3.5224","1","27:40","3:03"
"79","PIT","2000","2000-09-17","1:02","1:02","@","CLE","3","2","Sun","L 20-23","","336","63","5.3333","54","6.9815","1","31:12","3:03"
"80","OAK","2000","2000-09-17","4:05","1:05","","DEN","3","3","Sun","L 24-33","","263","44","5.9773","71","5.4507","4","22:54","2:59"
"81","STL","2000","2000-09-17","1:02","12:02","","SFO","3","3","Sun","W 41-24","","529","63","8.3968","55","7.2909","2","33:07","3:13"
"82","BAL","2000","2000-09-17","8:36","8:36","@","MIA","3","3","Sun","L 6-19","","262","55","4.7636","51","5.0588","1","28:49","2:56"
"83","SDG","2000","2000-09-17","4:05","3:05","@","KAN","3","3","Sun","L 10-42","","187","55","3.4000","69","5.0580","2","24:51","3:06"
"84","SEA","2000","2000-09-17","4:15","1:15","","NOR","3","3","Sun","W 20-10","","295","64","4.6094","52","5.0577","1","34:47","2:46"
"85","SFO","2000","2000-09-17","1:02","12:02","@","STL","3","3","Sun","L 24-41","","401","55","7.2909","63","8.3968","2","26:53","3:13"
"86","TAM","2000","2000-09-17","1:06","1:06","@","DET","3","3","Sun","W 31-10","","331","69","4.7971","53","4.5849","","36:04","2:52"
"87","DAL","2000","2000-09-18","9:01","9:01","@","WAS","3","3","Mon","W 27-21","","332","55","6.0364","81","4.0864","2","24:54","3:19"
"88","WAS","2000","2000-09-18","9:01","9:01","","DAL","3","3","Mon","L 21-27","","331","81","4.0864","55","6.0364","2","35:06","3:19"
"89","ATL","2000","2000-09-24","1:02","1:02","","STL","4","4","Sun","L 20-41","","286","67","4.2687","47","8.4043","4","32:44","3:10"
"90","CHI","2000","2000-09-24","1:02","12:02","","DET","4","4","Sun","L 14-21","","401","67","5.9851","69","3.9710","5","28:22","3:04"
"91","CIN","2000","2000-09-24","1:02","1:02","@","BAL","4","3","Sun","L 0-37","","94","44","2.1364","77","5.0779","4","21:16","3:08"
"92","CLE","2000","2000-09-24","4:17","1:17","@","OAK","4","4","Sun","L 10-36","","230","58","3.9655","62","4.7097","2","27:03","2:58"
"93","ARI","2000","2000-09-24","4:06","1:06","","GNB","4","3","Sun","L 3-29","","209","57","3.6667","69","6.5942","4","23:32","2:57"
"94","DAL","2000","2000-09-24","1:05","12:05","","SFO","4","4","Sun","L 24-41","","298","48","6.2083","74","5.9324","3","22:47","3:05"
"95","DEN","2000","2000-09-24","4:16","2:16","","KAN","4","4","Sun","L 22-23","","342","62","5.5161","61","4.8197","3","29:41","2:56"
"96","DET","2000","2000-09-24","1:02","12:02","@","CHI","4","4","Sun","W 21-14","","274","69","3.9710","67","5.9851","1","31:38","3:04"
"97","GNB","2000","2000-09-24","4:06","1:06","@","ARI","4","4","Sun","W 29-3","","455","69","6.5942","57","3.6667","1","36:28","2:57"
"98","KAN","2000","2000-09-24","4:16","2:16","@","DEN","4","4","Sun","W 23-22","","294","61","4.8197","62","5.5161","3","30:19","2:56"
"99","MIA","2000","2000-09-24","1:03","1:03","","NWE","4","4","Sun","W 10-3","","242","58","4.1724","64","3.2813","3","30:02","2:54"
